Date_of_report,Municipality_code,Municipality_name,Province,Total_reported,Hospital_admission,Deceased
2020-08-20 10:00:00,GM0003,Appingedam,Groningen,6,3,0
2020-08-20 10:00:00,GM0010,Delfzijl,Groningen,40,6,0
2020-08-20 10:00:00,GM0014,Groningen,Groningen,278,18,3
2020-08-20 10:00:00,GM0024,Loppersum,Groningen,2,0,0
2020-08-20 10:00:00,GM0034,Almere,Flevoland,640,130,32
2020-08-20 10:00:00,GM0037,Stadskanaal,Groningen,11,2,2
2020-08-20 10:00:00,GM0047,Veendam,Groningen,18,2,0
2020-08-20 10:00:00,GM0050,Zeewolde,Flevoland,51,12,6
2020-08-20 10:00:00,GM0059,Achtkarspelen,Friesland,20,0,0
2020-08-20 10:00:00,GM0060,Ameland,Friesland,0,0,0
2020-08-20 10:00:00,GM0072,Harlingen,Friesland,19,4,1
2020-08-20 10:00:00,GM0074,Heerenveen,Friesland,100,13,21
2020-08-20 10:00:00,GM0080,Leeuwarden,Friesland,92,33,6
2020-08-20 10:00:00,GM0085,Ooststellingwerf,Friesland,8,3,0
2020-08-20 10:00:00,GM0086,Opsterland,Friesland,24,7,0
2020-08-20 10:00:00,GM0088,Schiermonnikoog,Friesland,0,0,0
2020-08-20 10:00:00,GM0090,Smallingerland,Friesland,61,9,5
2020-08-20 10:00:00,GM0093,Terschelling,Friesland,2,0,0
2020-08-20 10:00:00,GM0096,Vlieland,Friesland,0,0,0
2020-08-20 10:00:00,GM0098,Weststellingwerf,Friesland,29,3,4
2020-08-20 10:00:00,GM0106,Assen,Drenthe,55,12,2
2020-08-20 10:00:00,GM0109,Coevorden,Drenthe,61,13,2
2020-08-20 10:00:00,GM0114,Emmen,Drenthe,115,20,11
2020-08-20 10:00:00,GM0118,Hoogeveen,Drenthe,105,19,8
2020-08-20 10:00:00,GM0119,Meppel,Drenthe,53,11,5
2020-08-20 10:00:00,GM0141,Almelo,Overijssel,99,23,9
2020-08-20 10:00:00,GM0147,Borne,Overijssel,52,14,6
2020-08-20 10:00:00,GM0148,Dalfsen,Overijssel,84,16,6
2020-08-20 10:00:00,GM0150,Deventer,Overijssel,375,48,33
2020-08-20 10:00:00,GM0153,Enschede,Overijssel,317,55,26
2020-08-20 10:00:00,GM0158,Haaksbergen,Overijssel,59,14,7
2020-08-20 10:00:00,GM0160,Hardenberg,Overijssel,185,23,8
2020-08-20 10:00:00,GM0163,Hellendoorn,Overijssel,99,8,12
2020-08-20 10:00:00,GM0164,Hengelo,Overijssel,144,21,19
2020-08-20 10:00:00,GM0166,Kampen,Overijssel,350,59,27
2020-08-20 10:00:00,GM0168,Losser,Overijssel,28,7,0
2020-08-20 10:00:00,GM0171,Noordoostpolder,Flevoland,85,14,10
2020-08-20 10:00:00,GM0173,Oldenzaal,Overijssel,55,13,7
2020-08-20 10:00:00,GM0175,Ommen,Overijssel,53,9,2
2020-08-20 10:00:00,GM0177,Raalte,Overijssel,159,24,17
2020-08-20 10:00:00,GM0180,Staphorst,Overijssel,62,8,4
2020-08-20 10:00:00,GM0183,Tubbergen,Overijssel,81,12,5
2020-08-20 10:00:00,GM0184,Urk,Flevoland,85,23,4
2020-08-20 10:00:00,GM0189,Wierden,Overijssel,54,5,6
2020-08-20 10:00:00,GM0193,Zwolle,Overijssel,387,53,46
2020-08-20 10:00:00,GM0197,Aalten,Gelderland,62,9,7
2020-08-20 10:00:00,GM0200,Apeldoorn,Gelderland,496,97,50
2020-08-20 10:00:00,GM0202,Arnhem,Gelderland,483,67,32
2020-08-20 10:00:00,GM0203,Barneveld,Gelderland,163,18,6
2020-08-20 10:00:00,GM0209,Beuningen,Gelderland,86,19,5
2020-08-20 10:00:00,GM0213,Brummen,Gelderland,44,18,6
2020-08-20 10:00:00,GM0214,Buren,Gelderland,63,17,8
2020-08-20 10:00:00,GM0216,Culemborg,Gelderland,95,21,8
2020-08-20 10:00:00,GM0221,Doesburg,Gelderland,34,9,6
2020-08-20 10:00:00,GM0222,Doetinchem,Gelderland,116,26,15
2020-08-20 10:00:00,GM0225,Druten,Gelderland,115,25,8
2020-08-20 10:00:00,GM0226,Duiven,Gelderland,54,14,6
2020-08-20 10:00:00,GM0228,Ede,Gelderland,260,53,20
2020-08-20 10:00:00,GM0230,Elburg,Gelderland,151,28,8
